Action,Object Type,Object Name,Event Display Name,Object Owner,Object Description,Event Category,Tags,Event Schema Status,Event Activity,Event Hidden From Dropdowns,Event Hidden From Persona Results,Event Hidden From Pathfinder,Event Hidden From Timeline,Event Source,Event 30 Day Volume,Event 30 Day Queries,Event First Seen,Event Last Seen,Property Type,Property Group Names,Event Property Name,Property Description,Property Value Type,Property Schema Status,Property Required,Property Visibility,Property Is Array,String Property Value Min Length,String Property Value Max Length,Number Is Integer,Number Property Value Min,Number Property Value Max,Array Unique Items,Array Min Items,Array Max Items,Enum Values,Const Value,Property Regex,Property First Seen,Property Last Seen
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,Event,signup: submit form,,naoto.yamaura@amplitude.com,user tries to submit signup form at amplitude.com/signup,signup,,,ACTIVE,TRUE,FALSE,FALSE,FALSE,,0,0,2018-07-03,2019-03-20,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,_mktoReferrer,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,campaignContent,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,campaignID,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,campaignMedium,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,campaignSource,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,campaignTerm,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,Company,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,cookie,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2021-04-05
,,,,,,,,,,,,,,,,,,,Event Property,,Country,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,Email,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,email-only form,true/false for Mutiny experience 'Email only signup'. user filled out the email-only version of the form. see: https://docs.google.com/document/d/1tVkRE0ofcCNB1bNMheki0-XX0guyeaSyVfpVAMqQoq4/edit#heading=h.8qxu2hb3nvv8,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-09-21,2019-09-12
,,,,,,,,,,,,,,,,,,,Event Property,,FirstName,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,LastName,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,location,for Mutiny experience 'Email only signup'. designates whether person signed up via the top nav or the homepage hero section. see: https://docs.google.com/document/d/1tVkRE0ofcCNB1bNMheki0-XX0guyeaSyVfpVAMqQoq4/edit#heading=h.8qxu2hb3nvv8,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,path,for Mutiny experience 'Email only signup'. URL path of the current page on which the person submits the signup form. see: https://docs.google.com/document/d/1tVkRE0ofcCNB1bNMheki0-XX0guyeaSyVfpVAMqQoq4/edit#heading=h.8qxu2hb3nvv8,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,Phone,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,reason,"if success = false, indicate why it failed. Options: ""missing field"", ""email exists"",...anything else?",any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-07-04,2025-01-11
,,,,,,,,,,,,,,,,,,,Event Property,,ref,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2021-02-22
,,,,,,,,,,,,,,,,,,,Event Property,,success,boolean: true or false,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-07-03,2025-06-07
,Event,signup: submit form clicked,,naoto.yamaura@amplitude.com,,signup,,,ACTIVE,TRUE,FALSE,FALSE,FALSE,,0,0,2018-10-24,2018-11-04,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,_mktoReferrer,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,campaignContent,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,campaignID,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,campaignMedium,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,campaignSource,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,campaignTerm,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,Company,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,cookie,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2021-04-05
,,,,,,,,,,,,,,,,,,,Event Property,,Country,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,Email,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,email-only form,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-09-21,2019-09-12
,,,,,,,,,,,,,,,,,,,Event Property,,FirstName,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,LastName,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,location,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,Phone,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,ref,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2021-02-22
,,,,,,,,,,,,,,,,,,,Event Property,,success,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-07-03,2025-06-07
,Event,signup: view form,,naoto.yamaura@amplitude.com,pageview: signup form at amplitude.com/signup,signup,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,4,2018-06-30,2024-02-13,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] audienceSegment,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] experienceName,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] impressionType,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] personalized,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,full path,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2019-02-14,2024-10-05
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,source,from url parameter ?ref=,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-07-03,2025-05-14
IGNORE,Event,signup: view form: hackathon,,naoto.yamaura@amplitude.com,,,,DELETED,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,Event,simplified homepage: mouse over gif preview,,,,,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,path,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,Event,simplified homepage: mouseover gif preview,,naoto.yamaura@amplitude.com,,website navigation,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2019-07-08,2024-03-13,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,Event,Slider clicked,,naoto.yamaura@amplitude.com,,website navigation,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2020-07-22,2022-02-11,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,Country site,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2020-11-10,2023-07-10
,,,,,,,,,,,,,,,,,,,Event Property,,Module,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2020-07-22,2024-02-13
,,,,,,,,,,,,,,,,,,,Event Property,,Option,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2020-07-22,2024-02-13
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,Event,solutions: conversion,,naoto.yamaura@amplitude.com,pageview,solutions pages,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2018-07-03,2021-02-16,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] audienceSegment,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] experienceName,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] impressionType,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] personalized,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,full path,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2019-02-14,2024-10-05
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,source,from url parameter ?ref=,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-07-03,2025-05-14
,Event,solutions: engagement,,naoto.yamaura@amplitude.com,pageview,solutions pages,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2018-07-01,2021-02-16,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] audienceSegment,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] experienceName,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] impressionType,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] personalized,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,full path,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2019-02-14,2024-10-05
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,source,from url parameter ?ref=,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-07-03,2025-05-14
,Event,solutions: product strategy,,naoto.yamaura@amplitude.com,pageview,solutions pages,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2018-06-29,2021-02-19,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] audienceSegment,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] experienceName,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] impressionType,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] personalized,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,full path,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2019-02-14,2024-10-05
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,source,from url parameter ?ref=,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-07-03,2025-05-14
,Event,solutions: retention,,naoto.yamaura@amplitude.com,pageview,solutions pages,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2018-07-03,2021-02-16,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] audienceSegment,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] experienceName,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] impressionType,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] personalized,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,full path,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2019-02-14,2024-10-05
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,source,from url parameter ?ref=,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-07-03,2025-05-14
,Event,submit form,,,Fires on submission of a form. Fully instrumented 10/24/18.,forms,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,75,2018-07-03,2022-01-19,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,_mkto_trk,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,_mktoReferrer,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,16LYdrHsGmiCCKqYYOQ0yw,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,19TKZXswTQGeEKiKgKwaaw,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,20Uz7rfdwk2uMoccoCCSiE,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,4eaDxylXnaUskKy4MEWcgC,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,4L8bjhAU76euAwucw26ow,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,6LsSKilqZqSQ484Cm0SEEc,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,6nmN6OVe7hWOzkobphPqN7,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,7xWmbCHZnOYqIwAuGy2yga,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,A_Role__c (SFDC Lead),,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,Address,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2020-09-18,2024-11-26
,,,,,,,,,,,,,,,,,,,Event Property,,ahtEpS4QBGE4iQA4uIAWy,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,all scholarship criteria checked,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2019-10-02,2021-03-13
,,,,,,,,,,,,,,,,,,,Event Property,,Bambu_blaid__c,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2020-09-09,2025-05-06
,,,,,,,,,,,,,,,,,,,Event Property,,campaign,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,campaignContent,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,campaignID,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,campaignMedium,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,campaignSource,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,campaignTerm,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,CheckBox,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,City,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2020-09-23,2024-11-26
,,,,,,,,,,,,,,,,,,,Event Property,,Company,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,companylessthan2years,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2019-09-16,2019-11-28
,,,,,,,,,,,,,,,,,,,Event Property,,ConfirmEmail,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2019-07-20,2020-10-14
,,,,,,,,,,,,,,,,,,,Event Property,,Contact_Sales_Notes__c,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2023-08-10
,,,,,,,,,,,,,,,,,,,Event Property,,content,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2020-03-24,2021-02-01
,,,,,,,,,,,,,,,,,,,Event Property,,cookie,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2021-04-05
,,,,,,,,,,,,,,,,,,,Event Property,,Country,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,Country site,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2020-11-10,2023-07-10
,,,,,,,,,,,,,,,,,,,Event Property,,Current_Amplitude_Customers__c,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2020-09-18,2020-10-19
,,,,,,,,,,,,,,,,,,,Event Property,,Current_Companies_Engaged__c,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2020-09-18,2020-10-19
,,,,,,,,,,,,,,,,,,,Event Property,,DSCORGPKG__Job_Function__c,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2023-02-08,2025-06-06
,,,,,,,,,,,,,,,,,,,Event Property,,Email,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,email-only form,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-09-21,2019-09-12
,,,,,,,,,,,,,,,,,,,Event Property,,FirstName,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,followupLpId,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2020-08-28,2025-06-06
,,,,,,,,,,,,,,,,,,,Event Property,,form layout,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2019-02-13,2024-02-13
,,,,,,,,,,,,,,,,,,,Event Property,,form name,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,formid,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2021-05-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,FullName,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2019-03-28,2019-05-03
,,,,,,,,,,,,,,,,,,,Event Property,,fundinglessthan5million,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2019-09-16,2019-11-28
,,,,,,,,,,,,,,,,,,,Event Property,,gclid,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2020-09-10,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,GCLID__c,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2020-08-26,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,generic embed,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,Geographic_Focus__c,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2020-09-18,2020-10-19
,,,,,,,,,,,,,,,,,,,Event Property,,howCanWeHelp,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-25,2023-08-22
,,,,,,,,,,,,,,,,,,,Event Property,,inquiryType,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-25,2023-08-22
,,,,,,,,,,,,,,,,,,,Event Property,,Integration_Status__c,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2020-10-06,2020-10-19
,,,,,,,,,,,,,,,,,,,Event Property,,Integration_Type__c,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2020-10-06,2020-10-15
,,,,,,,,,,,,,,,,,,,Event Property,,Integration_Validation__c,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2020-10-06,2020-10-19
,,,,,,,,,,,,,,,,,,,Event Property,,Job_Level__c,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2020-08-24,2025-06-06
,,,,,,,,,,,,,,,,,,,Event Property,,keepCalm1,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2020-03-27,2020-09-15
,,,,,,,,,,,,,,,,,,,Event Property,,keepCalm2,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2020-03-27,2020-10-12
,,,,,,,,,,,,,,,,,,,Event Property,,keepCalm3,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2020-04-09,2020-10-07
,,,,,,,,,,,,,,,,,,,Event Property,,keepCalm4,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2020-04-16,2020-10-07
,,,,,,,,,,,,,,,,,,,Event Property,,keepCalmAll,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2020-03-27,2020-05-14
,,,,,,,,,,,,,,,,,,,Event Property,,Key_Joint_Customers__c,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2020-09-18,2020-10-15
,,,,,,,,,,,,,,,,,,,Event Property,,LastName,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,LeadStatus,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2020-09-18,2020-10-19
,,,,,,,,,,,,,,,,,,,Event Property,,lessthan20employees,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2019-09-16,2019-11-28
,,,,,,,,,,,,,,,,,,,Event Property,,location,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,lpId,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2021-05-24,2025-06-06
,,,,,,,,,,,,,,,,,,,Event Property,,lpurl,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2021-05-24,2025-06-06
,,,,,,,,,,,,,,,,,,,Event Property,,marketingOperationsField3,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2020-08-28,2025-04-17
,,,,,,,,,,,,,,,,,,,Event Property,,marketingOperationsField4,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2020-10-09,2022-04-07
,,,,,,,,,,,,,,,,,,,Event Property,,marketo embed,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,marketo form id,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2019-01-30,2024-02-13
,,,,,,,,,,,,,,,,,,,Event Property,,mkto_Job_Function__c,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2020-08-24,2025-04-07
,,,,,,,,,,,,,,,,,,,Event Property,,mobileWeb,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2021-01-27,2021-01-27
,,,,,,,,,,,,,,,,,,,Event Property,,Module,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2020-07-22,2024-02-13
,,,,,,,,,,,,,,,,,,,Event Property,,munchkinId,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2021-01-27,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,Notes__c,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2020-09-18,2020-10-15
,,,,,,,,,,,,,,,,,,,Event Property,,Other_Analytics_Solutions__c,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2020-09-18,2020-10-15
,,,,,,,,,,,,,,,,,,,Event Property,,Partnership_Type__c,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2020-10-06,2020-10-19
